mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
1.7130419969558717,0.3304910793813147,0.06567595005035401,0.016714528338372187,0.01,1,rbf,"{'C': 0.01, 'gamma': 1, 'kernel': 'rbf'}",0.96,1.0,1.0,1.0,0.9523809523809523,0.9565217391304348,0.9523809523809523,1.0,0.9565217391304348,0.9565217391304348,0.973432712215321,0.02178994514604514,1
0.4984213590621948,0.06261084070672665,0.020087432861328126,0.00314619785393544,0.1,1,rbf,"{'C': 0.1, 'gamma': 1, 'kernel': 'rbf'}",0.9230769230769231,1.0,1.0,1.0,0.9523809523809523,0.9565217391304348,0.9523809523809523,1.0,0.9565217391304348,0.9565217391304348,0.9697404045230134,0.02639498716806084,2
0.41813790798187256,0.1070369811298146,0.01744225025177002,0.0022460927914714664,10.0,1,rbf,"{'C': 10, 'gamma': 1, 'kernel': 'rbf'}",0.9230769230769231,1.0,1.0,1.0,0.9523809523809523,0.9166666666666666,0.9523809523809523,1.0,0.9565217391304348,0.9565217391304348,0.9657548972766365,0.030741176508382026,3
0.5114141702651978,0.04997805443301447,0.010842204093933105,0.0021530624546460633,100.0,1,rbf,"{'C': 100, 'gamma': 1, 'kernel': 'rbf'}",0.9230769230769231,1.0,1.0,1.0,0.9523809523809523,0.9166666666666666,0.9523809523809523,1.0,0.9565217391304348,0.9565217391304348,0.9657548972766365,0.030741176508382026,3
0.3735332489013672,0.05901632566304662,0.0163287878036499,0.00323461370080653,1.0,1,rbf,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",0.6486486486486487,1.0,1.0,1.0,0.9523809523809523,0.9166666666666666,0.9523809523809523,1.0,0.9565217391304348,0.9565217391304348,0.9383120698338091,0.10032650446803712,5
0.11617951393127442,0.034547412002757336,0.007927227020263671,0.0013814373993165454,100.0,0.1,rbf,"{'C': 100, 'gamma': 0.1, 'kernel': 'rbf'}",0.9230769230769231,1.0,0.8275862068965517,1.0,0.9523809523809523,0.88,0.9523809523809523,0.8888888888888888,0.9565217391304348,0.9565217391304348,0.9337357401885139,0.051764562466141535,6
0.09908518791198731,0.031132926586084787,0.008568930625915527,0.002254453200462116,100.0,auto,rbf,"{'C': 100, 'gamma': 'auto', 'kernel': 'rbf'}",0.7058823529411765,1.0,1.0,1.0,0.9523809523809523,0.88,0.9523809523809523,0.8888888888888888,0.9565217391304348,0.9565217391304348,0.929257662485284,0.08457065205027009,7
0.10948476791381836,0.04244515969208003,0.008593273162841798,0.001648556835414771,10.0,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.47058823529411764,1.0,1.0,1.0,0.9523809523809523,0.88,0.9523809523809523,0.8888888888888888,0.9565217391304348,0.9565217391304348,0.9057282507205782,0.1504881172146474,8
0.4246039867401123,0.03333277177082724,0.02022993564605713,0.007794602539568502,0.1,0.1,rbf,"{'C': 0.1, 'gamma': 0.1, 'kernel': 'rbf'}",0.5333333333333333,0.96,0.8275862068965517,1.0,0.9090909090909091,0.9166666666666666,0.9523809523809523,1.0,1.0,0.9565217391304348,0.9055579807498848,0.13389480346468044,9
0.5750465393066406,0.09961646903569527,0.025744700431823732,0.009415163839537988,0.1,auto,rbf,"{'C': 0.1, 'gamma': 'auto', 'kernel': 'rbf'}",0.25,0.96,0.7741935483870968,1.0,0.9090909090909091,0.9166666666666666,0.9523809523809523,1.0,1.0,0.9565217391304348,0.8718853815656059,0.21686904784750993,10
0.09990823268890381,0.02345738395936379,0.016347765922546387,0.013242809998170966,10.0,auto,rbf,"{'C': 10, 'gamma': 'auto', 'kernel': 'rbf'}",0.35294117647058826,0.96,0.8888888888888888,1.0,0.8695652173913043,0.88,0.9523809523809523,0.8888888888888888,0.9565217391304348,0.9565217391304348,0.8705708602281492,0.17745956763667367,11
0.45916712284088135,0.10815640653904893,0.016438984870910646,0.0030756279394233083,1.0,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.1791044776119403,0.96,0.7741935483870968,1.0,0.9090909090909091,0.9166666666666666,0.9523809523809523,0.9230769230769231,1.0,0.9565217391304348,0.8571035216344922,0.2339974309380764,12
0.17164332866668702,0.033435240608478495,0.010511040687561035,0.0015765548247692342,1.0,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.1791044776119403,0.96,0.8888888888888888,0.96,0.8695652173913043,0.88,0.9523809523809523,0.8888888888888888,1.0,0.9565217391304348,0.853535016429241,0.22865084035625025,13
0.21881308555603027,0.0715113088152586,0.011566877365112305,0.0026187970159772204,1.0,auto,rbf,"{'C': 1, 'gamma': 'auto', 'kernel': 'rbf'}",0.17777777777777778,0.96,0.8,1.0,0.8695652173913043,0.88,0.9523809523809523,0.8888888888888888,1.0,0.9565217391304348,0.8485134575569357,0.23153498692280114,14
1.422297739982605,0.16796214554886282,0.06571681499481201,0.025348322480049326,0.01,0.1,rbf,"{'C': 0.01, 'gamma': 0.1, 'kernel': 'rbf'}",0.96,0.96,0.6666666666666666,1.0,0.9090909090909091,0.11224489795918367,0.9090909090909091,1.0,1.0,0.9565217391304348,0.8473615121938103,0.26226979191303845,15
