mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.15392823219299318,0.010510584569562385,0.006212663650512695,0.00045714766310834924,1.0,1,rbf,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",0.9523809523809523,1.0,0.96,1.0,0.9565217391304348,0.9565217391304348,1.0,1.0,1.0,0.9090909090909091,0.9734515339732731,0.02977338468972531,1
0.5708816051483154,0.011263826201019119,0.02304234504699707,0.0031208341695918343,0.01,1,rbf,"{'C': 0.01, 'gamma': 1, 'kernel': 'rbf'}",0.9523809523809523,1.0,0.96,1.0,1.0,0.9,1.0,1.0,0.9090909090909091,0.9523809523809523,0.9673852813852812,0.03709772432243638,2
0.056863045692443846,0.008127465132729439,0.004845976829528809,0.0013518354680365902,10.0,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.9523809523809523,0.96,0.96,1.0,0.9565217391304348,0.9565217391304348,1.0,1.0,1.0,0.8695652173913043,0.9654989648033127,0.03789236103804585,3
0.04797205924987793,0.006322206715992222,0.003320646286010742,0.0005143712379154579,10.0,auto,rbf,"{'C': 10, 'gamma': 'auto', 'kernel': 'rbf'}",0.9523809523809523,1.0,0.96,1.0,0.9565217391304348,0.9565217391304348,0.9565217391304348,1.0,1.0,0.8695652173913043,0.9651511387163563,0.0379571500344562,4
0.19586396217346191,0.006551064388673969,0.007658624649047851,0.00030465486144921287,0.1,1,rbf,"{'C': 0.1, 'gamma': 1, 'kernel': 'rbf'}",0.9523809523809523,1.0,0.96,1.0,0.9565217391304348,0.9565217391304348,1.0,1.0,0.9090909090909091,0.9090909090909091,0.964360624882364,0.03387560636314583,5
0.2081535577774048,0.01727881093300173,0.009238553047180176,0.002243640992231732,10.0,1,rbf,"{'C': 10, 'gamma': 1, 'kernel': 'rbf'}",0.9523809523809523,1.0,0.96,1.0,0.9565217391304348,0.9565217391304348,0.9523809523809523,1.0,0.9565217391304348,0.9090909090909091,0.9643418031244118,0.02712124197515933,6
0.07449705600738525,0.012334056588373197,0.003441190719604492,0.0005025882444943738,100.0,0.01,rbf,"{'C': 100, 'gamma': 0.01, 'kernel': 'rbf'}",0.9523809523809523,1.0,0.96,1.0,0.9565217391304348,0.9565217391304348,0.9166666666666666,1.0,1.0,0.8695652173913043,0.9611656314699794,0.040650814505980785,7
0.07813212871551514,0.028396074726197,0.005402660369873047,0.0020406560709325893,100.0,auto,rbf,"{'C': 100, 'gamma': 'auto', 'kernel': 'rbf'}",0.9523809523809523,0.96,0.96,1.0,0.9565217391304348,0.9565217391304348,0.9523809523809523,1.0,1.0,0.8695652173913043,0.9607370600414079,0.036212309648835955,8
0.08169295787811279,0.024603002724525484,0.005238103866577149,0.00036817096607507364,100.0,1,rbf,"{'C': 100, 'gamma': 1, 'kernel': 'rbf'}",0.9523809523809523,0.96,0.96,1.0,0.9565217391304348,0.9565217391304348,0.9523809523809523,1.0,0.9565217391304348,0.9090909090909091,0.9603418031244118,0.024378190894125813,9
0.05003590583801269,0.00833664044548255,0.0032329320907592773,0.0005959432173981074,100.0,0.1,rbf,"{'C': 100, 'gamma': 0.1, 'kernel': 'rbf'}",0.9523809523809523,0.96,0.96,1.0,0.9565217391304348,0.9565217391304348,0.9523809523809523,1.0,0.9565217391304348,0.8695652173913043,0.9563892339544514,0.033764579458950846,10
0.16043896675109864,0.008841153199967812,0.006984043121337891,0.0009314137657533717,0.1,0.1,rbf,"{'C': 0.1, 'gamma': 0.1, 'kernel': 'rbf'}",0.9523809523809523,0.96,0.96,1.0,1.0,0.9523809523809523,0.9565217391304348,1.0,0.9090909090909091,0.8695652173913043,0.9559939770374554,0.0394181446986374,11
0.2181086778640747,0.006827989191069792,0.008666682243347167,0.0006675134960984707,0.1,auto,rbf,"{'C': 0.1, 'gamma': 'auto', 'kernel': 'rbf'}",0.9523809523809523,0.96,0.96,1.0,1.0,0.9523809523809523,0.9565217391304348,1.0,0.9090909090909091,0.8695652173913043,0.9559939770374554,0.0394181446986374,11
0.08022418022155761,0.009460198510120492,0.004274439811706543,0.0006808137275158049,1.0,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.9090909090909091,0.96,0.9230769230769231,1.0,0.9565217391304348,0.9565217391304348,0.9166666666666666,1.0,1.0,0.8695652173913043,0.9491443194486674,0.042020251575811664,13
0.4946955919265747,0.014294614293385025,0.019646692276000976,0.0007597699326036874,0.01,0.1,rbf,"{'C': 0.01, 'gamma': 0.1, 'kernel': 'rbf'}",0.9523809523809523,0.96,0.96,0.9565217391304348,1.0,0.9523809523809523,0.9565217391304348,1.0,0.9090909090909091,0.8333333333333334,0.9480229625447016,0.04532326344182914,14
0.11812653541564941,0.02934610733984524,0.006875967979431153,0.002396329023596226,10.0,0.01,rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.9090909090909091,1.0,0.9230769230769231,1.0,0.88,0.9565217391304348,0.88,0.9230769230769231,1.0,0.8695652173913043,0.9341331711766495,0.0494145551700292,15
0.23012816905975342,0.024347070292214373,0.007011127471923828,0.0006315429306210449,1.0,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.9090909090909091,0.96,0.9230769230769231,1.0,0.9166666666666666,0.9565217391304348,0.88,0.9230769230769231,1.0,0.8695652173913043,0.9337998378433163,0.04257018177985179,16
