instance_id,pose_label,left_finger_state_0,left_finger_state_1,left_finger_state_2,left_finger_state_3,left_finger_state_4,right_finger_state_0,right_finger_state_1,right_finger_state_2,right_finger_state_3,right_finger_state_4,motion_x_start,motion_y_start,motion_x_mid,motion_y_mid,motion_x_end,motion_y_end,main_axis_x,main_axis_y,delta_x,delta_y
2,next_slide,0,0,0,0,0,0,1,1,1,1,0.5347024003664652,0.9327360987663269,0.2776578664779663,0.9213263789812723,0.21963668366273245,0.9549777309099833,1,0,0.31506571670373273,0.022241632143656376
3,next_slide,0,0,0,0,0,0,1,1,1,1,0.5263105630874634,0.918841540813446,0.28714752197265625,0.9186415274937948,0.2240090618530909,0.9437640309333801,1,0,0.3023015012343725,0.024922490119934082
4,next_slide,0,0,0,0,0,0,1,1,1,1,0.5158825516700745,0.9528109232584635,0.2934473256270091,0.9265256722768148,0.23237534860769907,0.9545063575108846,1,0,0.2835072030623754,0.0016954342524211352
5,next_slide,0,0,0,0,0,0,1,1,1,1,0.4978651503721873,0.9339439471562704,0.28388887643814087,0.9747464259465536,0.23715874056021372,0.9953522880872091,1,0,0.26070640981197357,0.06140834093093872
6,next_slide,0,0,0,0,0,0,1,1,1,1,0.5088692506154379,0.9370436072349548,0.23429660002390543,0.946310301621755,0.23681443432966867,0.9510911107063293,1,0,0.2720548162857692,0.014047503471374512
