instance_id,pose_label,left_finger_state_0,left_finger_state_1,left_finger_state_2,left_finger_state_3,left_finger_state_4,right_finger_state_0,right_finger_state_1,right_finger_state_2,right_finger_state_3,right_finger_state_4,motion_x_start,motion_y_start,motion_x_mid,motion_y_mid,motion_x_end,motion_y_end,main_axis_x,main_axis_y,delta_x,delta_y
2287,rotate_down,0,0,0,0,0,1,1,0,0,0,0.5918965339660645,0.3328034877777099,0.5870082974433899,0.4453070859114329,0.5897181928157806,0.5986465513706207,0,1,0.0,0.2658430635929107
2288,rotate_down,0,0,0,0,0,1,1,0,0,0,0.5952789485454559,0.3400526195764541,0.5979409217834473,0.5263654987017313,0.6003183722496033,0.58695387840271,0,1,0.0,0.2469012588262558
2289,rotate_down,0,0,0,0,0,1,1,0,0,0,0.601029634475708,0.3197335004806518,0.6013259887695312,0.3971947232882182,0.5895088016986847,0.6129043400287628,0,1,0.0,0.2931708395481109
2290,rotate_down,0,0,0,0,0,1,1,0,0,0,0.5979152321815491,0.3318246901035309,0.6011862556139628,0.4448644717534383,0.5941890776157379,0.6143065690994263,0,1,0.0,0.2824818789958954
2291,rotate_down,0,0,0,0,0,1,1,0,0,0,0.2943542003631592,0.4344421029090881,0.2813136180241902,0.4510078231493632,0.2769957780838012,0.5981704890727997,0,1,0.0,0.1637283861637115
2292,rotate_down,0,0,0,0,0,1,1,0,0,0,0.2752508521080017,0.3946748673915863,0.2767137189706166,0.4818643033504486,0.2765380591154098,0.5928670763969421,0,1,0.0,0.1981922090053558
2293,rotate_down,0,0,0,0,0,1,1,0,0,0,0.2783698141574859,0.3947095423936844,0.2816522518793742,0.4735610385735829,0.2809376865625381,0.6055403053760529,0,1,0.0,0.2108307629823684
2294,rotate_down,0,0,0,0,0,1,1,0,0,0,0.2794254422187805,0.3978634625673294,0.2766990065574646,0.534671813249588,0.2744011133909225,0.5943378806114197,0,1,0.0,0.1964744180440902
2295,rotate_down,0,0,0,0,0,1,1,0,0,0,0.2793481349945068,0.3985155522823334,0.2734874685605367,0.4548253615697225,0.275627002120018,0.5924091637134552,0,1,0.0,0.1938936114311218
2296,rotate_down,0,0,0,0,0,1,1,0,0,0,0.8870632648468018,0.4606242626905441,0.8870466351509094,0.4865247805913289,0.8708071112632751,0.6007723212242126,0,1,0.0,0.1401480585336685
2297,rotate_down,0,0,0,0,0,1,1,0,0,0,0.8907776772975922,0.4247622638940811,0.8894401987393697,0.5019669234752655,0.8664345145225525,0.6248848140239716,0,1,0.0,0.2001225501298904
2298,rotate_down,0,0,0,0,0,1,1,0,0,0,0.8779653012752533,0.421593427658081,0.8808805147806803,0.4537159601847331,0.8622489273548126,0.5883484184741974,0,1,0.0,0.1667549908161163
2299,rotate_down,0,0,0,0,0,1,1,0,0,0,0.8720420002937317,0.3990485221147537,0.8778170545895895,0.4499133427937825,0.8623892366886139,0.6111295819282532,0,1,0.0,0.2120810598134994
2300,rotate_down,0,0,0,0,0,1,1,0,0,0,0.8783969283103943,0.4111670553684234,0.8797075549761454,0.5152418712774912,0.8606676161289215,0.6281218826770782,0,1,0.0,0.2169548273086547
2301,rotate_down,0,0,0,0,0,1,1,0,0,0,0.5722196698188782,0.4378523826599121,0.5739747881889343,0.4811984598636627,0.5626635551452637,0.6284146904945374,0,1,0.0,0.1905623078346252
2302,rotate_down,0,0,0,0,0,1,1,0,0,0,0.5650544762611389,0.4423773288726806,0.5662493109703064,0.4788048565387726,0.5414741039276123,0.6429160833358765,0,1,0.0,0.2005387544631958
2303,rotate_down,0,0,0,0,0,1,1,0,0,0,0.562789797782898,0.4399818032979965,0.5711231033007304,0.5433238943417867,0.5590977966785431,0.625966340303421,0,1,0.0,0.1859845370054245
2304,rotate_down,0,0,0,0,0,1,1,0,0,0,0.5603190362453461,0.4345948547124862,0.5637580156326294,0.4611128369967143,0.5652581453323364,0.5551315248012543,0,1,0.0,0.120536670088768
2305,rotate_down,0,0,0,0,0,1,1,0,0,0,0.5589220821857452,0.4368647485971451,0.5600380500157675,0.4446361064910888,0.3603628873825073,0.5478968918323517,1,0,-0.1985591948032379,0.0
2306,rotate_down,0,0,0,0,0,1,1,0,0,0,0.6254968643188477,0.4058464616537094,0.6288823286692301,0.4142419795195262,0.6362312436103821,0.5803784728050232,0,1,0.0,0.1745320111513137
2307,rotate_down,0,0,0,0,0,1,1,0,0,0,0.6399191915988922,0.2991686463356018,0.6420805056889852,0.3245192269484202,0.6384154558181763,0.6248460412025452,0,1,0.0,0.3256773948669433
2308,rotate_down,0,0,0,0,0,1,1,0,0,0,0.6397574841976166,0.2759408205747604,0.6491057078043619,0.4618278741836548,0.6428776979446411,0.6020253300666809,0,1,0.0,0.3260845094919204
2309,rotate_down,0,0,0,0,0,1,1,0,0,0,0.6419073045253754,0.277541771531105,0.6414020856221517,0.3424954811731974,0.618974357843399,0.5662370324134827,0,1,0.0,0.2886952608823776
2310,rotate_down,0,0,0,0,0,1,1,0,0,0,0.6389175951480865,0.2491626814007759,0.6412903666496277,0.375950942436854,0.6299346387386322,0.5793243050575256,0,1,0.0,0.3301616236567497
2311,home,0,0,0,0,0,1,0,0,0,0,0.6060952544212341,0.3596397489309311,0.603002687295278,0.3600305914878845,0.6025077998638153,0.3606391698122024,1,0,-0.0035874545574188,0.0
2312,home,0,0,0,0,0,1,0,0,0,0,0.6034537255764008,0.3618697077035904,0.6044743259747823,0.3619205156962077,0.6065004169940948,0.3636824488639831,1,0,0.003046691417694,0.0
2313,home,0,0,0,0,0,1,0,0,0,0,0.6049230098724365,0.3593357503414154,0.6049869060516357,0.3617696265379588,0.6052029728889465,0.362055167555809,0,1,0.0,0.0027194172143936
2314,home,0,0,0,0,0,1,0,0,0,0,0.6027160286903381,0.3625336140394211,0.6024972001711527,0.3630485832691192,0.6030626595020294,0.3631547838449478,0,1,0.0,0.0006211698055267
2315,home,0,0,0,0,0,1,0,0,0,0,0.5995802581310272,0.3612887114286423,0.6029004653294882,0.3620889981587727,0.6020979285240173,0.3612591326236725,1,0,0.0025176703929901,0.0
2316,home,0,0,0,0,0,1,0,0,0,0,0.5438390076160431,0.4747355431318283,0.5430770913759867,0.473494678735733,0.5451472699642181,0.4734616428613662,1,0,0.001308262348175,0.0
2317,home,0,0,0,0,0,1,0,0,0,0,0.5436019897460938,0.4729149788618088,0.5438379844029745,0.4733216464519501,0.5442264974117279,0.4732506871223449,1,0,0.0006245076656341,0.0
2318,home,0,0,0,0,0,1,0,0,0,0,0.5430854856967926,0.4718164056539535,0.5423280596733093,0.4702208240826924,0.5425371527671814,0.4707258492708206,0,1,0.0,-0.0010905563831329
2319,home,0,0,0,0,0,1,0,0,0,0,0.5420411825180054,0.4709697812795639,0.5419963002204895,0.4703033566474914,0.5420822203159332,0.4709650427103042,1,0,4.1037797927856445e-05,0.0
2320,home,0,0,0,0,0,1,0,0,0,0,0.5414288938045502,0.4629421532154083,0.5421219269434611,0.4623282750447591,0.5431775748729706,0.4628199636936188,1,0,0.0017486810684204,0.0
2321,home,0,0,0,0,0,1,0,0,0,0,0.3250797837972641,0.442288190126419,0.3247209787368774,0.4425837695598602,0.3248950690031051,0.4426858723163605,0,1,0.0,0.0003976821899414
2322,home,0,0,0,0,0,1,0,0,0,0,0.3265098631381988,0.4394740611314773,0.324873795111974,0.4390827616055806,0.3248332589864731,0.4398618638515472,1,0,-0.0016766041517257,0.0
2323,home,1,0,0,0,0,1,0,0,0,0,0.3255457431077957,0.4365080893039703,0.3252087930838267,0.4353120426336924,0.3257322311401367,0.4364670068025589,1,0,0.000186488032341,0.0
2324,home,0,0,0,0,0,1,0,0,0,0,0.326481431722641,0.4369444251060486,0.326961745818456,0.4353558818499247,0.3268296420574188,0.4367123395204544,1,0,0.0003482103347778,0.0
2325,home,0,0,0,0,0,1,0,0,0,0,0.3262327760457992,0.4339475631713867,0.3272093633810679,0.4344473679860433,0.326227992773056,0.4343324452638626,0,1,0.0,0.0003848820924758
2326,home,0,0,0,0,0,1,0,0,0,0,0.8150156438350677,0.4218526929616928,0.8128108779589335,0.4223333299160003,0.8117891252040863,0.4225362986326217,1,0,-0.0032265186309814,0.0
